Organism,Reference,Similarity_Score,Novelty_score,Cluster_Rank,BGC_Type,Compounds,Matched_Organism,Habitat,Source
Tropicibacter alexandrii,BGC0000999.4,0.37,0.63,719,"NRPS, PKS",heat-stable antifungal factor,Lysobacter enzymogenes,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0000996.5,0.37,0.63,720,"NRPS, PKS","frontalamide B, frontalamide A",Streptomyces sp. SPB78,Marine Dinoflagellate,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000483.5,0.38,0.62,721,ribosomal,"aeruginosamide B, aeruginosamide C",Microcystis aeruginosa PCC 9432,Coral reef,antiSMASH
Marinobacter nauticus,BGC0002473.3,0.38,0.62,722,NRPS,"propanochelin, butanochelin, pentanochelin",Acinetobacter bouvetii DSM 14964 = CIP 107468,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000393.5,0.38,0.62,723,"NRPS, PKS",myxoprincomide-c506,Myxococcus xanthus DK 1622,Seawater layers,antiSMASH
Shewanella piezotolerans WP13,BGC0001736.3,0.38,0.62,724,NRPS,"pepteridine A, pepteridine B",Photorhabdus laumondii subsp. laumondii TTO1,Deep sea ,antiSMASH
Shewanella piezotolerans WP31,BGC0001343.3,0.38,0.62,725,PKS,"aurachin A, aurachin D",Stigmatella aurantiaca Sg a15,Deep sea ,antiSMASH
Shewanella piezotolerans WP40,BGC0001887.3,0.38,0.62,726,ribosomal,huazacin,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1,Deep sea ,antiSMASH
Shewanella piezotolerans WP72,BGC0002398.2,0.38,0.62,727,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Deep sea ,antiSMASH
Shewanella piezotolerans WP73,BGC0000665.5,0.38,0.62,728,"other (other), terpene","xiamycin, indosespene, sespenine, dixiamycin A, dixiamycin B, sulfadixiamycin A, sulfadixiamycin B, sulfadixiamycin C",Streptomyces sp. HKI0576,Deep sea ,antiSMASH
Shewanella piezotolerans WP74,BGC0000641.3,0.38,0.62,729,terpene,carotenoid,Enterobacteriaceae bacterium DC416,Deep sea ,antiSMASH
Shewanella piezotolerans WP75,BGC0000639.3,0.38,0.62,730,terpene,carotenoid,Enterobacteriaceae bacterium DC260,Deep sea ,antiSMASH
Shewanella piezotolerans WP80,BGC0001167.4,0.38,0.62,731,ribosomal,"piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4",Microcystis aeruginosa PCC 7005,Deep sea ,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001390.3,0.38,0.62,732,"NRPS, PKS",LL-Z1272beta,Stachybotrys bisbyi,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000646.5,0.38,0.62,733,terpene,β-carotein,uncultured bacterium,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000635.3,0.38,0.62,734,terpene,carotenoid,Paracoccus sp. N81106,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001858.2,0.38,0.62,735,PKS,"alternapyrone B, alternapyrone C, alternapyrone D, alternapyrone E, alternapyrone F",Parastagonospora nodorum SN15,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002013.4,0.38,0.62,736,ribosomal,curacozole,Streptomyces curacoi,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002218.2,0.38,0.62,737,terpene,"(-)-Cyatha-3,12-diene",Dentipellis sp. KUC8613,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002221.2,0.38,0.62,738,terpene,ent-kauren-16alpha-ol,Serpula lacrymans var. lacrymans S7.9,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002596.2,0.38,0.62,739,PKS,"lecanoric acid, orsellinic acid",Claviceps purpurea 20.1,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001722.3,0.38,0.62,740,PKS,aspernidine A,Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001390.3,0.38,0.62,741,"NRPS, PKS",LL-Z1272beta,Stachybotrys bisbyi,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002812.2,0.38,0.62,742,"PKS, terpene","Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002749.2,0.38,0.62,743,"NRPS, PKS",aspcandine,Aspergillus candidus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000723.5,0.38,0.62,744,"other (cyclitol), saccharide",validamycin A,Streptomyces hygroscopicus subsp. limoneus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000252.5,0.38,0.62,745,PKS,nonactin,Streptomyces griseus subsp. griseus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001722.3,0.38,0.62,746,PKS,aspernidine A,Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001976.3,0.38,0.62,747,terpene,eupenifeldin,Phoma sp.,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002602.2,0.38,0.62,748,other (other),aspergillic acid,Aspergillus flavus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002449.2,0.38,0.62,749,other (other),sarasinoside,uncultured bacterium,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000918.3,0.38,0.62,750,other (other),ochronotic pigment,Streptomyces avermitilis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001390.3,0.38,0.62,751,"NRPS, PKS",LL-Z1272beta,Stachybotrys bisbyi,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002146.2,0.38,0.62,752,NRPS,FR901483,Cladobotryum sp.,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000899.4,0.38,0.62,753,saccharide,desosamine,Streptomyces narbonensis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002812.2,0.38,0.62,754,"PKS, terpene","Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,Coral Reef,antiSMASH
Colwellia psychrerythraea 34H,BGC0002398.2,0.38,0.62,755,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Arctic Ocean,antiSMASH
Rubritalea marina DSM 17758,BGC0000925.5,0.38,0.62,756,other (other),quinolobactin,Pseudomonas fluorescens,Coral reef,antiSMASH
Penicillium citrinum ,BGC0000930.4,0.38,0.62,757,terpene,"nivalenol, 4-acetylnivalenol",Fusarium graminearum,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001811.3,0.38,0.62,758,terpene,trichodiene-11-one,Fusarium asiaticum,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001998.2,0.38,0.62,759,PKS,"aspernidgulene A1, aspernidgulene A2, aspernidgulene B1",Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002208.3,0.38,0.62,760,NRPS,oxepinamide F,Aspergillus ustus,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000410.5,0.38,0.62,761,NRPS,pseudomonine,Pseudomonas fluorescens,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000353.5,0.38,0.62,762,NRPS,tacrolimus,Streptomyces sp. MA6548,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002670.2,0.38,0.62,763,other (other),fosfonochlorin,Fusarium oxysporum f. sp. lycopersici 4287,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001218.3,0.38,0.62,764,"NRPS, PKS",fumosorinone,Cordyceps fumosorosea,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002262.2,0.38,0.62,765,PKS,"trienylfuranol A, sporothriolide, dihydrosporothriolide, deoxysporothric acid, dihydroisosporothric acid, sporothric acid, isosporothric acid, sporochartine B",Hypomontagnella monticulosa,Mangrove sediment,antiSMASH
Salinispora tropica CNB-463,BGC0001587.5,0.38,0.62,766,other (other),ethylenediaminesuccinic acid hydroxyarginine (EDHA),Streptomyces avermitilis MA-4680 = NBRC 14893,Marine Sponge,antiSMASH
Salinispora tropica CNB-485,BGC0000252.5,0.38,0.62,767,PKS,nonactin,Streptomyces griseus subsp. griseus,Marine Sponge,antiSMASH
Salinispora tropica CNB-486,BGC0002284.3,0.38,0.62,768,other (other),"corynecin III, corynecin I, corynecin II",Rhodococcus sp. H-CA8f,Marine Sponge,antiSMASH
Salinispora tropica CNB-487,BGC0001488.3,0.38,0.62,769,other (other),4-formylaminooxyvinylglycine,Pseudomonas fluorescens WH6,Marine Sponge,antiSMASH
Salinispora tropica CNB-488,BGC0000840.5,0.38,0.62,770,other (other),xanthomonadin I,Xanthomonas oryzae pv. oryzae,Marine Sponge,antiSMASH
Salinispora tropica CNB-516,BGC0000509.4,0.38,0.62,771,ribosomal,epilancin 15x,Staphylococcus epidermidis,Marine Sponge,antiSMASH
Salinispora tropica CNB-517,BGC0002138.2,0.38,0.62,772,PKS,"fuelimycin A, fuelimicin B, fuelimicin C",Streptomyces albireticuli NRRL B-1670,Marine Sponge,antiSMASH
Salinispora tropica CNB-599,BGC0000649.3,0.38,0.62,773,terpene,carotenoid,Streptomyces griseus subsp. griseus NBRC 13350,Marine Sponge,antiSMASH
Thalassiosira pseudonana,BGC0000677.5,0.38,0.62,774,terpene,cyclooctatin,Streptomyces melanosporofaciens,Open ocean (photic zone),antiSMASH
Thalassiosira pseudonana,BGC0000231.5,0.38,0.62,775,PKS,"griseusin A, griseusin B",Streptomyces griseus,Open ocean (photic zone),antiSMASH
Alteromonas macleodii,BGC0002398.2,0.38,0.62,776,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Deep sea sediment,antiSMASH
Psychrobacter arcticus 273-29,BGC0002398.2,0.38,0.62,777,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-30,BGC0000643.3,0.38,0.62,778,terpene,carotenoid,Brevundimonas vesicularis,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-31,BGC0001605.3,0.38,0.62,779,terpene,gibberellin,Sinorhizobium fredii NGR234,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-32,BGC0000639.3,0.38,0.62,780,terpene,carotenoid,Enterobacteriaceae bacterium DC260,Polar Marine Ice,antiSMASH
Psychrobacter arcticus 273-33,BGC0001075.5,0.38,0.62,781,"PKS, terpene",aurachin RE,Rhodococcus erythropolis,Polar Marine Ice,antiSMASH
Halorubrum lacusprofundi ATCC 49248,BGC0000646.5,0.38,0.62,782,terpene,β-carotein,uncultured bacterium,Antarctic hypersaline,antiSMASH
Halorubrum lacusprofundi ATCC 49251,BGC0000706.3,0.38,0.62,783,saccharide,kanamycin,Streptomyces kanamyceticus,Antarctic hypersaline,antiSMASH
Geobacillus kaustophilus,BGC0002219.2,0.38,0.62,784,terpene,(-)-(R)-nephthenol,Stereum hirsutum FP-91666 SS1,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0002398.2,0.38,0.62,785,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0000665.5,0.38,0.62,786,"other (other), terpene","xiamycin, indosespene, sespenine, dixiamycin A, dixiamycin B, sulfadixiamycin A, sulfadixiamycin B, sulfadixiamycin C",Streptomyces sp. HKI0576,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0002284.3,0.38,0.62,787,other (other),"corynecin III, corynecin I, corynecin II",Rhodococcus sp. H-CA8f,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0000639.3,0.38,0.62,788,terpene,carotenoid,Enterobacteriaceae bacterium DC260,Deep ocean thermophile,antiSMASH
Geobacillus kaustophilus,BGC0000641.3,0.38,0.62,789,terpene,carotenoid,Enterobacteriaceae bacterium DC416,Deep ocean thermophile,antiSMASH
Cladosporium halotolerans,BGC0002602.2,0.38,0.62,790,other (other),aspergillic acid,Aspergillus flavus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001516.5,0.38,0.62,791,NRPS,aspergillic acid,Aspergillus flavus NRRL3357,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002812.2,0.38,0.62,792,"PKS, terpene","Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001390.3,0.38,0.62,793,"NRPS, PKS",LL-Z1272beta,Stachybotrys bisbyi,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000635.3,0.38,0.62,794,terpene,carotenoid,Paracoccus sp. N81106,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000372.5,0.38,0.62,795,NRPS,"hexadehydroastechrome, terezine-D, astechrome",Aspergillus fumigatus Af293,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001626.3,0.38,0.62,796,PKS,isoindolinone,Stachybotrys chlorohalonata IBT 40285,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002812.2,0.38,0.62,797,"PKS, terpene","Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001390.3,0.38,0.62,798,"NRPS, PKS",LL-Z1272beta,Stachybotrys bisbyi,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002812.2,0.38,0.62,799,"PKS, terpene","Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002707.2,0.38,0.62,800,terpene,(+)-δ-cadinol,Coniophora puteana RWD-64-598 SS2,Coastal sea water,antiSMASH
Marivita sp. LZ-15-39,BGC0001863.4,0.38,0.62,801,"ribosomal, terpene",bacillicn CER074,Bacillus mycoides,Marine water,antiSMASH
Marivita sp. LZ-15-65,BGC0000643.3,0.38,0.62,802,terpene,carotenoid,Brevundimonas vesicularis,Marine water,antiSMASH
Haloarchaeobius amylolyticus,BGC0002138.2,0.38,0.62,803,PKS,"fuelimycin A, fuelimicin B, fuelimicin C",Streptomyces albireticuli NRRL B-1670,Marine solar saltern,antiSMASH
Haloarchaeobius amylolyticus,BGC0000922.5,0.38,0.62,804,PKS,"2-heptyl-3-hydroxy-4-quinolone, 2,4-Quinolinediol, 2-heptylquinolin-4(1H)-one",Pseudomonas aeruginosa PAO1,Marine solar saltern,antiSMASH
Haloarchaeobius amylolyticus,BGC0000677.5,0.38,0.62,805,terpene,cyclooctatin,Streptomyces melanosporofaciens,Marine solar saltern,antiSMASH
Natranaerroarchaeum aerophilua,BGC0002398.2,0.38,0.62,806,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Hypersaline lake,antiSMASH
Natranaerroarchaeum aerophilua,BGC0002013.4,0.38,0.62,807,ribosomal,curacozole,Streptomyces curacoi,Hypersaline lake,antiSMASH
Methanococcoides burtonii DSM 6251,BGC0001929.2,0.38,0.62,808,ribosomal,WGK,Streptococcus ferus,Polar marine ice,antiSMASH
Methanococcoides burtonii DSM 6259,BGC0002669.2,0.38,0.62,809,ribosomal,TVA-YJ-2,Streptomyces sp. NRRL S-87,Polar marine ice,antiSMASH
Polaribacter marinivivus,BGC0000677.5,0.38,0.62,810,terpene,cyclooctatin,Streptomyces melanosporofaciens,Polar,antiSMASH
Tropicibacter alexandrii,BGC0002711.2,0.38,0.62,811,PKS,"nostovalerolactone, 9-dehydronostovalerolactone",Nostoc punctiforme PCC 73102,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0000272.3,0.38,0.62,812,PKS,spore pigment,Streptomyces collinus,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0000231.5,0.38,0.62,813,PKS,"griseusin A, griseusin B",Streptomyces griseus,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0000643.3,0.38,0.62,814,terpene,carotenoid,Brevundimonas vesicularis,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0002398.2,0.38,0.62,815,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0001043.4,0.38,0.62,816,"NRPS, PKS","SGR PTMs, SGR PTM Compound b, SGR PTM Compound c, SGR PTM Compound d",Streptomyces griseus subsp. griseus NBRC 13350,Marine Dinoflagellate,antiSMASH
Marinobacter nauticus,BGC0002711.2,0.39,0.61,817,PKS,"nostovalerolactone, 9-dehydronostovalerolactone",Nostoc punctiforme PCC 73102,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0001940.3,0.39,0.61,818,PKS,"pyxidicycline A, pyxidicycline B",Pyxidicoccus fallax,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0000665.5,0.39,0.61,819,"other (other), terpene","xiamycin, indosespene, sespenine, dixiamycin A, dixiamycin B, sulfadixiamycin A, sulfadixiamycin B, sulfadixiamycin C",Streptomyces sp. HKI0576,Seawater layers,antiSMASH
Marinobacter nauticus,BGC0002398.2,0.39,0.61,820,terpene,(-)-ent-quiannulatene,Arabidopsis thaliana,Seawater layers,antiSMASH
Shewanella piezotolerans WP29,BGC0001173.5,0.39,0.61,821,ribosomal,plantazolicin,Bacillus pumilus ATCC 7061,Deep sea ,antiSMASH
Shewanella piezotolerans WP30,BGC0000569.5,0.39,0.61,822,ribosomal,plantazolicin,Bacillus velezensis FZB42,Deep sea ,antiSMASH
Shewanella piezotolerans WP39,BGC0000616.4,0.39,0.61,823,ribosomal,amylocyclicin,Bacillus velezensis FZB42,Deep sea ,antiSMASH
Shewanella piezotolerans WP57,BGC0000913.3,0.39,0.61,824,other (other),MK-8,Enterobacter cloacae,Deep sea ,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000648.3,0.39,0.61,825,terpene,carotenoid,Myxococcus xanthus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002304.3,0.39,0.61,826,"NRPS, PKS",varicidin A,Talaromyces variabilis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002268.3,0.39,0.61,827,"NRPS, PKS","CJ-16,173, CJ-15,696, citridone B, citridone A, citridone B'",Penicillium sp.,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002219.2,0.39,0.61,828,terpene,(-)-(R)-nephthenol,Stereum hirsutum FP-91666 SS1,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000889.5,0.39,0.61,829,other (other),"bagremycin A, bagremycin B",Streptomyces sp. WK-5344,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000812.3,0.39,0.61,830,other (other),huperzine A,Shiraia sp. slf14,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002406.2,0.39,0.61,831,other (other),hydroxycinnamoyltyramine,Oryza sativa Japonica Group,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001197.5,0.39,0.61,832,PKS,frankiamicin,Frankia sp. EAN1pec,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000234.5,0.39,0.61,833,PKS,jadomycin,Streptomyces venezuelae ATCC 10712,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001749.3,0.39,0.61,834,PKS,epipyriculol,Pyricularia oryzae 70-15,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001190.3,0.39,0.61,835,PKS,fusaric acid,Fusarium verticillioides 7600,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001995.3,0.39,0.61,836,terpene,heptelidic acid,Aspergillus oryzae RIB40,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002220.2,0.39,0.61,837,terpene,Ent-kauren-16alpha-ol,Punctularia strigosozonata HHB-11173 SS5,Coral Reef,antiSMASH
Colwellia psychrerythraea 34H,BGC0000881.3,0.39,0.61,838,other (other),toyocamycin,Streptomyces ahygroscopicus subsp. wuzhouensis,Arctic Ocean,antiSMASH
Colwellia psychrerythraea 34H,BGC0001808.5,0.39,0.61,839,other (other),toyocamycin,Streptomyces diastatochromogenes,Arctic Ocean,antiSMASH
Rubritalea marina DSM 17757,BGC0000815.4,0.39,0.61,840,other (other),"loline, N-acetylnorloline, N-formylloline",Epichloe uncinata,Coral reef,antiSMASH
Rubritalea marina DSM 17774,BGC0000788.3,0.39,0.61,841,saccharide,O-antigen,Salmonella enterica subsp. salamae serovar Greenside,Coral reef,antiSMASH
Rubritalea marina DSM 17775,BGC0001604.3,0.39,0.61,842,terpene,gibberellin,Fusarium fujikuroi,Coral reef,antiSMASH
Penicillium citrinum ,BGC0000627.4,0.39,0.61,843,ribosomal,ustiloxin B,Aspergillus flavus NRRL3357,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002245.2,0.39,0.61,844,terpene,"terpestacin, preterpestacin 3, preterpestacin 2, preterpestacin 1",Bipolaris maydis C5,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000676.5,0.39,0.61,845,terpene,"aphidicolin, aphidicolan-16β-ol, 3-deoxyaphidicolin, 17-deoxyaphidicolin",Phoma betae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000161.4,0.39,0.61,846,PKS,isoterrein,Aspergillus terreus NIH2624,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002402.2,0.39,0.61,847,terpene,"Yossoside I, Yossoside II, Yossoside III, Yossoside IV, Yossoside V",Spinacia oleracea,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000685.4,0.39,0.61,848,terpene,brassicicene C,Alternaria brassicicola ATCC 96836,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002406.2,0.39,0.61,849,other (other),hydroxycinnamoyltyramine,Oryza sativa Japonica Group,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000384.6,0.39,0.61,850,NRPS,lyngbyatoxin,Lyngbya majuscula,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001445.5,0.39,0.61,851,"NRPS, PKS",leporin B,Aspergillus flavus NRRL3357,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001340.3,0.39,0.61,852,PKS,"byssochlamic acid, agnestadride A, agnestadride B, Triketide maleidride monomer type A",Byssochlamys fulva,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000372.5,0.39,0.61,853,NRPS,"hexadehydroastechrome, terezine-D, astechrome",Aspergillus fumigatus Af293,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000942.4,0.39,0.61,854,other (other),petrobactin,Bacillus anthracis str. Ames,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000944.5,0.39,0.61,855,other (non-nrp siderophore),staphyloferrin A,Staphylococcus aureus subsp. aureus NCTC 8325,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002212.3,0.39,0.61,856,PKS,Orsellinic acid,Moniliophthora roreri MCA 2997,Mangrove sediment,antiSMASH
